1.1.1.198	(+)-borneol:NAD+ oxidoreductase
1.11.1.14	1,2-bis(3,4-dimethoxyphenyl)propane-1,3-diol:hydrogen-peroxideoxidoreductase
1.13.11.43	1,2-bis(4-hydroxy-3-methoxyphenyl)ethylene:oxygen oxidoreductase(alphabeta-bond-cleaving)
3.1.1.26	1,2-diacyl-3-beta-D-galactosyl-sn-glycerol acylhydrolase
3.1.3.B2 (preliminary BRENDA-supplied EC number)	1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase
2.3.1.73	1,2-diacyl-sn-glycerol:sterol O-acyltransferase
1.3.1.47	1,2-dihydrosantonin:NAD(P)+ 1,2-oxidoreductase
1.5.1.32	1,2-dihydrovomilenine:NADP+ oxidoreductase
1.13.11.53	1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase(formate- and CO-forming)
1.13.11.54	1,2-dihydroxy-5-(methylthio)pent-1-en-3-one:oxygen oxidoreductase(formate-forming)
1.3.1.68	1,2-dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate:NAD+oxidoreductase (decarboxylating)
3.3.2.8	1,2-epoxymeth-8-ene hydrolase
3.5.3.20	1,4-diguanidinobutane amidinohydrolase
3.1.1.25	1,4-lactone hydroxyacylhydrolase
5.3.3.15	1,5-anhydro-4-deoxy-D-glycero-hex-3-en-2-ulose DELTA3-DELTA1-isomerase
4.2.1.111	1,5-anhydro-D-fructose hydro-lyase (ascopyrone-M-forming)
4.2.1.110	1,5-anhydro-D-fructose hydro-lyase (microthecin-forming)
1.1.1.263	1,5-anhydro-D-glucitol:NADP+ oxidoreductase
1.1.1.292	1,5-anhydro-D-mannitol:NADP+ oxidoreductase
3.5.2.12	1,8-diazacyclotetradecane-2,9-dione lactamhydrolase
3.3.2.2	1-(1-alkenyl)-sn-glycero-3-phosphocholine aldehydohydrolase
3.3.2.5	1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine aldehydohydrolase
4.1.1.48	1-(2-carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase[cyclizing; 1-C-(indol-3-yl)glycerol-3-phosphate-forming]
3.5.4.20	1-(4-amino-2-methylpyrimid-5-ylmethyl)-3-(beta-hydroxyethyl)-2methylpyridinium-bromide aminohydrolase
4.2.1.88	1-(4-hydroxyphenyl)-2-(methylamino)ethanol hydro-lyase(methylamine-forming)
4.2.1.87	1-(4-hydroxyphenyl)-2-aminoethanol hydro-lyase [deaminating;(4-hydroxyphenyl)acetaldehyde-forming]
3.5.4.19	1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase
2.4.2.17	1-(5-phospho-D-ribosyl)-ATP:diphosphatephospho-alpha-D-ribosyl-transferase
5.3.1.16	1-(5-phosphoribosyl)-5-[(5phosphoribosylamino)methylideneamino]imidazole-4-carboxamidealdose-ketose-isomerase
3.6.1.31	1-(5-phosphoribosyl)-ATP diphosphohydrolase
1.10.99.2	1-(beta-D-ribofuranosyl)-1,4-dihydronicotinamide:quinone oxidoreductase
3.1.4.44	1-(sn-glycero-3-phospho)-1D-myo-inositol glycerophosphohydrolase
3.1.4.43	1-(sn-glycero-3-phospho)-1D-myo-inositol inositolphosphohydrolase
2.3.1.149	1-Alkyl-2-acyl-sn-glycero-3-phosphocholine:1-organyl-2-lyso-sn-glycero3-phospholipid acetyltransferase
2.3.1.91	1-O-(4-hydroxy-3,5-dimethoxycinnamoyl)-beta-D-glucose:choline1-O-(4-hydroxy-3,5-dimethoxycinnamoyl)transferase
2.3.1.103	1-O-(4-hydroxy-35-dimethoxycinnamoyl)-beta-D-glucoside:1-O-(4-hydroxy-35-dimethoxycinnamoyl-beta-D-glucoside 1-O-sinapoyltransferase
2.3.1.72	1-O-(indol-3-yl)acetyl-beta-D-glucose:myo-inositol(indol-3-yl)acetyltransferase
2.3.1.143	1-O-galloyl-beta-D-glucose:1,2,3,6-tetrakis-O-galloyl-beta-D-glucose4-O-galloyltransferase
2.3.1.90	1-O-galloyl-beta-D-glucose:1-O-galloyl-beta-D-glucoseO-galloyltransferase
2.3.1.92	1-O-sinapoyl-beta-D-glucose:(S)-malate O-sinapoyltransferase
2.3.1.152	1-O-trans-Cinnamoyl-beta-D-glucopyranose:alcohol O-cinnamoyltransferase
2.3.1.148	1-Organyl-2-acyl-sn-glycero-3-phosphocholine:1-organyl-2-lyso-snglycero-3-phosphoethanolamine acyltransferase (CoA-dependent)
2.3.1.147	1-Organyl-2-arachidonoyl-sn-glycero-3-phosphocholine:1-organyl-2-lysosn-glycero-3-phosphoethanolamine arachidonoyltransferase(CoA-independent)
1.14.13.26	1-acyl-2-oleoyl-sn-glycero-3-phosphocholine,NADH:oxygen oxidoreductase(12-hydroxylating)
1.3.1.35	1-acyl-2-oleoyl-sn-glycero-3-phosphocholine:NAD+ DELTA12-oxidoreductase
2.5.1.26	1-acyl-glycerone-3-phosphate:long-chain-alcoholO-3-phospho-2-oxopropanyltransferase
3.1.3.59	1-alkyl-2-acetyl-sn-glycero-3-phosphate phosphohydrolase
3.1.1.47	1-alkyl-2-acetyl-sn-glycero-3-phosphocholine acetohydrolase
3.1.4.39	1-alkyl-sn-glycero-3-phosphoethanolamine ethanolaminehydrolase
1.14.16.5	1-alkyl-sn-glycerol,tetrahydrobiopterin:oxygen oxidoreductase
3.5.99.7	1-aminocyclopropane-1-carboxylate aminohydrolase (isomerizing)
1.14.17.4	1-aminocyclopropane-1-carboxylate oxygenase (ethylene-forming)
3.2.1.7	1-beta-D-fructan fructanohydrolase
3.2.2.11	1-beta-aspartyl-N-acetyl-D-glucosaminylamine L-asparaginohydrolase
2.7.8.23	1-carboxyvinyl carboxyphosphonate phosphorylmutase (decarboxylating)
2.6.99.2	1-deoxy-D-xylulose-5-phosphate:3-amino-2-oxopropyl phosphate3-amino-2-oxopropyltransferase (phosphate-hydrolysing; cyclizing)
3.1.3.40	1-guanidino-1-deoxy-scyllo-inositol-4-phosphate 4-phosphohydrolase
3.8.1.5	1-haloalkane halidohydrolase
1.13.11.38	1-hydroxy-2-naphthoate:oxygen 1,2-oxidoreductase (decyclizing)
1.13.12.11	1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine:oxygen N-oxidoreductase
3.2.2.13	1-methyladenosine ribohydrolase
1.1.1.101	1-palmitoylglycerol-3-phosphate:NADP+ oxidoreductase
4.6.1.13	1-phosphatidyl-1D-myo-inositol 1,2-diacyl-sn-glycerol-lyase(1D-myo-inositol-1,2-cyclic-phosphate-forming)
3.1.3.67	1-phosphatidyl-1D-myo-inositol-3,4,5-trisphosphate 3-phosphohydrolase
3.1.3.66	1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate 4-phosphohydrolase
3.1.3.64	1-phosphatidyl-1D-myo-inositol-3-phosphate 3-phosphohydrolase
3.1.3.78 ()	1-phosphatidyl-1D-myo-inositol-4,5-bisphosphate 4-phosphohydrolase
3.1.4.11	1-phosphatidyl-1D-myo-inositol-4,5-bisphosphateinositoltrisphosphohydrolase
3.1.1.52	1-phosphatidyl-D-myo-inositol 2-acylhydrolase
3.5.4.22	1-pyrroline-4-hydroxy-2-carboxylate aminohydrolase (decyclizing)
1.14.13.91	10-deoxysarpagine,NADPH:oxygen oxidoreductase (10-hydroxylating)
1.1.1.273	10-deoxysarpagine:NADP+ oxidoreductase
3.5.1.10	10-formyltetrahydrofolate amidohydrolase
2.1.2.3	10-formyltetrahydrofolate:5'-phosphoribosyl-5-amino-4-imidazolecarboxamide N-formyltransferase
2.1.2.2	10-formyltetrahydrofolate:5'-phosphoribosylglycinamideN-formyltransferase
2.1.2.9	10-formyltetrahydrofolate:L-methionyl-tRNA N-formyltransferase
1.5.1.6	10-formyltetrahydrofolate:NADP+ oxidoreductase
1.1.1.66	10-hydroxydecanoate:NAD+ 10-oxidoreductase
3.1.1.63	11-cis-retinyl-palmitate acylhydrolase
5.3.1.21	11-deoxycorticosterone aldose-ketose-isomerase
1.14.13.B5 (preliminary BRENDA-supplied EC number)	11-deoxycortisol,NADPH:oxygen oxidoreductase (15beta-hydroxylating)
1.3.1.48	11alpha-hydroxy-9,15-dioxoprostanoate:NAD(P)+ Delta13-oxidoreductase
1.1.1.146	11beta-hydroxysteroid:NADP+ 11-oxidoreductase
3.1.1.51	12,13-diacylphorbate 12-acylhydrolase
1.1.1.176	12alpha-hydroxysteroid:NADP+ 12-oxidoreductase
1.1.1.238	12beta-hydroxysteroid:NADP+ 12-oxidoreductase
1.3.7.2	15,16-dihydrobiliverdin:ferredoxin oxidoreductase
5.1.99.2	16-Hydroxysteroid 16-epimerase
4.2.1.98	16alpha-hydroxyprogesterone hydro-lyase(16,17-didehydroprogesterone-forming)
1.1.1.147	16alpha-hydroxysteroid:NAD(P)+ 16-oxidoreductase
3.1.1.80	17-O-acetylajmaline O-acetylhydrolase
1.3.1.73	17-O-acetylnorajmaline:NADP+ oxidoreductase
4.1.2.30	17alpha-hydroxyprogesterone acetaldehyde-lyase(4-androstene-3,17-dione-forming)
1.1.1.148	17alpha-hydroxysteroid:NAD(P)+ 17-oxidoreductase
1.1.1.63	17beta-hydroxysteroid:NAD+ 17-oxidoreductase
1.1.1.64	17beta-hydroxysteroid:NADP+ 17-oxidoreductase
2.6.1.56	1D-1-guanidino-3-amino-1,3-dideoxy-scyllo-inositol:pyruvateaminotransferase
1.1.1.142	1D-3-O-methyl-chiro-inositol:NADP+ oxidoreductase
3.1.3.56	1D-myo-inositol-1,4,5-trisphosphate 5-phosphohydrolase
3.1.3.57	1D-myo-inositol-1,4-bisphosphate 1-phosphohydrolase
5.5.1.4	1D-myo-inositol-3-phosphate lyase (isomerizing)
3.1.3.62	1D-myo-inositol-hexakisphosphate 5-phosphohydrolase
2.4.1.243	1F-oligo[beta-D-fructofuranosyl-(2->1)-]sucrose6G-beta-D-fructotransferase
1.21.3.6	2',4,4',6'-tetrahydroxychalcone:oxygen oxidoreductase
3.7.1.4	2',4,4',6'-tetrahydroxydehydrochalcone 1,3,5-trihydroxybenzenehydrolase
2.7.7.61	2'-(5-triphosphoribosyl)-3'-dephospho-CoA:apo-citrate-lyase2'-(5-phosphoribosyl)-3'-dephospho-CoA-transferase
2.7.7.66	2'-(5-triphosphoribosyl)-3'-dephospho-CoA:apo-malonate-decarboxylase2'-(5-phosphoribosyl)-3'-dephospho-CoA-transferase
1.14.11.24	2'-deoxymugineic acid,2-oxoglutarate:oxygen oxidoreductase(2-hydroxylating)
1.1.1.285	2'-deoxymugineic acid:NAD(P)+ 3''-oxidoreductase
1.17.4.1	2'-deoxyribonucleoside-diphosphate:thioredoxin-disulfide2'-oxidoreductase
1.17.4.2	2'-deoxyribonucleoside-triphosphate:thioredoxin-disulfide2'-oxidoreductase
1.14.11.10	2'-deoxyuridine,2-oxoglutarate:oxygen oxidoreductase (1'-hydroxylating)
1.14.11.3	2'-deoxyuridine,2-oxoglutarate:oxygen oxidoreductase (2'-hydroxylating)
2.4.2.23	2'-deoxyuridine:phosphate 2-deoxy-alpha-D-ribosyltransferase
1.3.1.51	2'-hydroxy-2,3-dihydrodaidzein:NADP+ 2'-oxidoreductase
3.13.1.3 ()	2'-hydroxybiphenyl-2-sulfinate sulfohydrolase
2.7.1.160	2'-phospho-[ligated tRNA]:NAD+ phosphotransferase
1.5.1.17	2,2'-Iminodipropanoate:NAD+ oxidoreductase (L-alanine-forming)
4.1.1.64	2,2-dialkylglycine carboxy-lyase (amino-transferring;L-alanine-forming)
6.3.2.14	2,3-Dihydroxybenzoate:L-serine ligase
3.1.3.13	2,3-bisphospho-D-glycerate 2-phosphohydrolase
3.1.3.B3 (preliminary BRENDA-supplied EC number)	2,3-bisphospho-D-glycerate 3-phosphohydrolase
5.1.3.23	2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate 2-epimerase
4.3.1.15	2,3-diaminopropanoate ammonia-lyase (adding water; pyruvate-forming)
4.2.1.9	2,3-dihydroxy-3-methylbutanoate hydro-lyase(3-methyl-2-oxobutanoate-forming)
4.1.1.46	2,3-dihydroxybenzoate carboxy-lyase (catechol-forming)
1.13.11.28	2,3-dihydroxybenzoate:oxygen 2,3-oxidoreductase (decyclizing)
1.13.11.14	2,3-dihydroxybenzoate:oxygen 3,4-oxidoreductase (decyclizing)
1.13.11.23	2,3-dihydroxyindole:oxygen 2,3-oxidoreductase (decyclizing)
1.13.11.41	2,4'-dihydroxyacetophenone oxidoreductase (C-C-bond-cleaving)
1.7.1.B1 (preliminary BRENDA-supplied EC number)	2,4,6-trinitrotoluene:NADPH oxidoreductase
4.2.1.44	2,4,6/3,5-pentahydroxycyclohexanone hydro-lyase(3,5/4-trihydroxycyclohexa-1,2-dione-forming)
1.4.1.12	2,4-diaminopentanoate:NAD(P)+ oxidoreductase (deaminating)
5.5.1.11	2,4-dichloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)
1.14.13.20	2,4-dichlorophenol,NADPH:oxygen oxidoreductase (6-hydroxylating)
4.1.1.58	2,4-dihydroxy-6-methylbenzoate carboxy-lyase (orcinol-forming)
3.7.1.6	2,4-dioxopentanoate acetylhydrolase
2.4.2.20	2,4-dioxotetrahydropyrimidine-D-ribonucleotide:diphosphatephospho-alpha-D-ribosyltransferase
5.5.1.1	2,5-Dihydro-5-oxofuran-2-acetate lyase (decyclizing)
3.5.4.26	2,5-diamino-6-hydroxy-4-(5-phosphoribosylamino)pyrimidine2-aminohydrolase
2.6.1.8	2,5-diaminopentanoate:2-oxoglutarate aminotransferase
4.1.1.62	2,5-dihydroxybenzoate carboxy-lyase (hydroquinone-forming)
1.13.11.9	2,5-dihydroxypyridine:oxygen 5,6-oxidoreductase
1.2.1.26	2,5-dioxopentanoate:NADP+ 5-oxidoreductase
3.5.2.13	2,5-dioxopiperazine amidohydrolase
1.14.13.10	2,6-dihydroxypyridine,NADH:oxygen oxidoreductase (3-hydroxylating)
3.7.1.8	2,6-dioxo-6-phenylhexa-3-enoate benzoylhydrolase
1.3.1.40	2,6-dioxo-6-phenylhexanoate:NADP+ DELTA2-oxidoreductase
4.2.1.105	2,7,4'-trihydroxyisoflavanone hydro-lyase (daidzein-forming)
5.2.1.6	2-(2-furyl)-3-(5-nitro-2-furyl)acrylamide cis-trans-isomerase
6.3.3.1	2-(Formamido)-N1-(5-phosphoribosyl)acetamidine cyclo-ligase(ADP-forming)
4.3.2.1	2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)
3.5.1.29	2-(acetamidomethylene)succinate amidohydrolase (deaminating,decarboxylating)
3.1.3.69	2-(beta-D-glucosyl)-sn-glycerol-3-phosphate phosphohydrolase
3.5.1.66	2-(hydroxymethyl)-3-(acetamidomethylene)succinate amidohydrolase(deaminating, decarboxylating)
2.8.4.1	2-(methylthio)ethanesulfonate:N-(7-thioheptanoyl)-3-O-phosphothreonineS-(2-sulfoethyl)thiotransferase
1.14.13.85	2-(or4-)dimethylallyl-(6aS,11aS)-3,6a,9-trihydroxypterocarpan,NADPH:oxygenoxidoreductase (cyclizing)
3.1.1.71	2-Acetyl-1-alkyl-sn-glycerol acetylhydrolase
1.1.1.267	2-C-methyl-D-erythritol-4-phosphate:NADP+ oxidoreductase (isomerizing)
5.5.1.2	2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)
5.2.1.10	2-Chloro-4-carboxymethylenebut-2-en-1,4-olide cis-trans-isomerase
6.2.1.31	2-Furoate:CoA ligase (AMP-forming)
1.14.13.66	2-Hydroxycyclohexan-1-one,NADPH:oxygen 2-oxidoreductase(1,2-lactonizing)
1.3.1.52	2-Methyl-branched-chain-acyl-CoA:NAD+ 2-oxidoreductase
5.1.99.4	2-Methylacyl-CoA 2-epimerase
3.1.6.11	2-N,6-O-disulfo-D-glucosamine 6-sulfohydrolase
1.1.1.268	2-[2-(R)-hydroxypropylthio]ethanesulfonate:NAD+ oxidoreductase
1.1.1.269	2-[2-(S)-hydroxypropylthio]ethanesulfonate:NAD+ oxidoreductase
1.7.1.12	2-acetamidofluorene:NAD(P)+ oxidoreductase
5.4.99.3	2-acetolactate methylmutase
2.4.1.230	2-alpha-D-glucosyl-D-glucose:phosphate beta-D-glucosyltransferase
3.2.1.63	2-alpha-L-fucopyranosyl-beta-D-galactoside fucohydrolase
3.2.1.113	2-alpha-mannosyl-oligosaccharide alpha-D-mannohydrolase
3.5.99.6	2-amino-2-deoxy-D-glucose-6-phosphate aminohydrolase (ketolisomerizing)
4.1.1.45	2-amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate carboxy-lyase(2-aminomuconate-semialdehyde-forming)
4.1.2.25	2-amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-78-dihydropteridine glycolaldehyde-lyase(2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine-forming)
3.5.4.11	2-amino-4-hydroxypteridine aminohydrolase
1.17.3.1	2-amino-4-hydroxypteridine:oxygen oxidoreductase (7-hydroxylating)
1.14.12.14	2-aminobenzenesulfonate,NADH:oxygen oxidoreductase (2,3-hydroxylating,ammonia-forming)
1.14.13.40	2-aminobenzoyl-CoA,NAD(P)H:oxygen oxidoreductase (de-aromatizing)
1.13.11.19	2-aminoethanethiol:oxygen oxidoreductase
5.1.1.15	2-aminohexano-6-lactam racemase
3.5.99.5	2-aminomuconate aminohydrolase
1.2.1.32	2-aminomuconate-6-semialdehyde:NAD+ 6-oxidoreductase
1.10.3.4	2-aminophenol:oxygen oxidoreductase
4.1.1.76	2-aryl-2-methylmalonate carboxy-lyase (2-arylpropanoate-forming)
3.2.1.71	2-beta-D-glucan glucanohydrolase
1.1.1.165	2-butyne-1,4-diol:NAD+ 1-oxidoreductase
3.1.3.63	2-carboxy-D-arabinitol-1-phosphate 1-phosphohydrolase
5.5.1.7	2-chloro-2,5-dihydro-5-oxofuran-2-acetate lyase (decyclizing)
1.14.12.13	2-chlorobenzoate,NADH:oxygen oxidoreductase (1,2-hydroxylating,dechlorinating, decarboxylating)
4.1.2.21	2-dehydro-3-deoxy-D-galactonate-6-phosphateD-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)
4.1.2.20	2-dehydro-3-deoxy-D-glucarate tartronate-semialdehyde-lyase(pyruvate-forming)
4.1.2.14	2-dehydro-3-deoxy-D-gluconate-6-phosphateD-glyceraldehyde-3-phosphate-lyase (pyruvate-forming)
1.1.1.127	2-dehydro-3-deoxy-D-gluconate:NAD+ 5-oxidoreductase
1.1.1.126	2-dehydro-3-deoxy-D-gluconate:NADP+ 6-oxidoreductase
4.1.2.28	2-dehydro-3-deoxy-D-pentonate glycolaldehyde-lyase (pyruvate-forming)
4.2.1.43	2-dehydro-3-deoxy-L-arabinonate hydro-lyase(2,5-dioxopentanoate-forming)
4.1.2.18	2-dehydro-3-deoxy-L-pentonate glycolaldehyde-lyase (pyruvate-forming)
1.1.1.274	2-dehydro-D-gluconate:NADP+ 2-oxidoreductase
1.1.99.4	2-dehydro-D-gluconate:acceptor 2-oxidoreductase
4.1.2.12	2-dehydropantoate formaldehyde-lyase (3-methyl-2-oxobutanoate-forming)
1.1.1.125	2-deoxy-D-gluconate:NAD+ 3-oxidoreductase
3.1.3.68	2-deoxy-D-glucose-6-phosphate phosphohydrolase
4.1.2.4	2-deoxy-D-ribose-5-phosphate acetaldehyde-lyase(D-glyceraldehyde-3-phosphate-forming)
3.2.1.112	2-deoxy-alpha-D-glucoside deoxyglucohydrolase
1.3.99.8	2-furoyl-CoA:acceptor 5-oxidoreductase (hydroxylating)
4.1.2.38	2-hydroxy-1,2-diphenylethanone benzaldehyde-lyase(benzaldehyde-forming)
1.6.5.7	2-hydroxy-1,4-benzoquinone:NADH oxidoreductase
4.2.1.83	2-hydroxy-4-oxobutane-1,2,4-tricarboxylate 2,3-hydro-lyase[(E)-4-oxobut-1-ene-1,2,4-tricarboxylate-forming]
1.1.1.172	2-hydroxyadipate:NAD+ 2-oxidoreductase
1.14.13.44	2-hydroxybiphenyl,NADH:oxygen oxidoreductase (3-hydroxylating)
3.7.1.9	2-hydroxymuconate-semialdehyde formylhydrolase
1.14.99.26	2-hydroxypyridine,hydrogen-donor:oxygen oxidoreductase(5-hydroxylating)
3.1.1.5	2-lysophosphatidylcholine acylhydrolase
1.8.1.5	2-mercaptoethanesulfonate,acetoacetate:NADP+ oxidoreductase(decarboxylating)
1.2.1.27	2-methyl-3-oxopropanoate:NAD+ 3-oxidoreductase (CoA-propanoylating)
1.1.4.1	2-methyl-3-phytyl-1,4-naphthoquinone:oxidized-dithiothreitoloxidoreductase
2.5.1.3	2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2phosphoethyl)thiazole 2-methyl-4-aminopyrimidine-5-methenyltransferase
1.3.99.12	2-methylbutanoyl-CoA:acceptor oxidoreductase
5.4.99.4	2-methyleneglutarate carboxy-methylenemethylmutase
5.4.99.13	2-methylpropanoyl-CoA CoA-carbonylmutase
2.3.1.168	2-methylpropanoyl-CoA:enzyme-N6-(dihydrolipoyl)lysineS-(2-methylpropanoyl)transferase
1.14.13.31	2-nitrophenol,NADPH:oxygen 2-oxidoreductase (2-hydroxylating,nitrite-forming)
1.13.11.32	2-nitropropane:oxygen 2-oxidoreductase
4.1.1.1	2-oxo-acid carboxy-lyase (aldehyde-forming)
1.2.1.23	2-oxoaldehyde:NAD+ 2-oxidoreductase
1.2.1.49	2-oxoaldehyde:NADP+ 2-oxidoreductase
1.2.7.2	2-oxobutanoate:ferredoxin 2-oxidoreductase (CoA-propanoylating)
3.11.1.1	2-oxoethylphosphonate phosphonohydrolase
4.1.1.71	2-oxoglutarate carboxy-lyase (succinate-semialdehyde-forming)
1.2.1.52	2-oxoglutarate:NADP+ 2-oxidoreductase (CoA-succinylating)
1.2.4.2	2-oxoglutarate:[dihydrolipoyllysine-residuesuccinyltransferase]-lipoyllysine 2-oxidoreductase (decarboxylating,acceptor-succinylating)
1.2.7.3	2-oxoglutarate:ferredoxin oxidoreductase (decarboxylating)
2.2.1.5	2-oxoglutarate:glyoxylate succinaldehydetransferase (decarboxylating)
4.6.1.12	2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol CMP-lyase(cyclizing; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate-forming)
4.2.1.11	2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming)
3.1.3.18	2-phosphoglycolate phosphohydrolase
3.1.1.57	2-pyrone-4,6-dicarboxylate lactonohydrolase
6.2.1.26	2-succinylbenzoate:CoA ligase (AMP-forming)
1.2.1.73	2-sulfoacetaldehyde:NAD+ oxidoreductase
5.2.1.9	2-trans,6-trans-Farnesol 2-cis-trans-isomerase
1.1.1.216	2-trans,6-trans-farnesol:NADP+ 1-oxidoreductase
4.2.3.13	2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase (cyclizing,(+)-delta-cadinene-forming)
4.2.3.9	2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase (cyclizing,aristolochene-forming)
4.2.3.7	2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase (cyclizing,pentalenene-forming)
4.2.3.24	2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase(amorpha-4,11-diene-forming)
4.2.3.23	2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase[(+)-(R)-germacrene-A-forming]
4.2.3.22	2-trans,6-trans-farnesyl-diphosphate diphosphate-lyase[(1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol-forming]
1.1.1.149	20alpha-hydroxysteroid:NAD(P)+ 20-oxidoreductase
1.1.1.150	21-hydroxysteroid:NAD+ 21-oxidoreductase
1.1.1.151	21-hydroxysteroid:NADP+ 21-oxidoreductase
1.3.1.5	23,24-dihydrocucurbitacin:NAD(P)+ DELTA23-oxidoreductase
5.4.99.B4 (preliminary BRENDA-supplied EC number)	23S rRNA-uridine uracilmutase
1.14.13.60	27-Hydroxycholesterol,NADPH:oxygen oxidoreductase(7alpha-hydroxylating)
3.1.4.53 ()	3',5'-cyclic-AMP 5'-nucleotidohydrolase
3.1.4.35	3',5'-cyclic-GMP 5'-nucleotidohydrolase
3.1.4.17	3',5'-cyclic-nucleotide 5'-nucleotidohydrolase
2.8.2.32	3'-phosphoadenosine 5'-phosphosulfate:5beta-scymnol sulfotransferase
3.6.2.2	3'-phosphoadenylyl-sulfate sulfohydrolase
2.8.2.31	3'-phosphoadenylyl-sulfate:5alpha-cholan-3alpha,7alpha,12alpha24-tetrol sulfotransferase
2.8.2.9	3'-phosphoadenylyl-sulfate:L-tyrosine-methyl-ester sulfotransferase
2.8.2.10	3'-phosphoadenylyl-sulfate:Renilla luciferin sulfotransferase
2.8.2.7	3'-phosphoadenylyl-sulfate:UDP-N-acetyl-D-galactosamine-4-sulfate6-sulfotransferase
2.8.2.30	3'-phosphoadenylyl-sulfate:[heparan sulfate]-glucosamine3-sulfotransferase
2.8.2.8	3'-phosphoadenylyl-sulfate:[heparan sulfate]-glucosamineN-sulfotransferase
2.8.2.2	3'-phosphoadenylyl-sulfate:alcohol sulfotransferase
2.8.2.3	3'-phosphoadenylyl-sulfate:amine N-sulfotransferase
2.8.2.6	3'-phosphoadenylyl-sulfate:choline sulfotransferase
2.8.2.5	3'-phosphoadenylyl-sulfate:chondroitin 4'-sulfotransferase
2.8.2.17	3'-phosphoadenylyl-sulfate:chondroitin 6'-sulfotransferase
2.8.2.18	3'-phosphoadenylyl-sulfate:cortisol 21-sulfotransferase
2.8.2.33	3'-phosphoadenylyl-sulfate:dermatan 6'-sulfotransferase
2.8.2.24	3'-phosphoadenylyl-sulfate:desulfoglucosinolate sulfotransferase
2.8.2.4	3'-phosphoadenylyl-sulfate:estrone 3-sulfotransferase
2.8.2.11	3'-phosphoadenylyl-sulfate:galactosylceramide 3'-sulfotransferase
2.8.2.13	3'-phosphoadenylyl-sulfate:galactosylsphingosine sulfotransferase
2.8.2.34	3'-phosphoadenylyl-sulfate:glycochenodeoxycholate 7-sulfotransferase
2.8.2.14	3'-phosphoadenylyl-sulfate:glycolithocholate sulfotransferase
2.8.2.21	3'-phosphoadenylyl-sulfate:keratan 6'-sulfotransferase
2.8.2.1	3'-phosphoadenylyl-sulfate:phenol sulfotransferase
2.8.2.15	3'-phosphoadenylyl-sulfate:phenolic-steroid sulfotransferase
2.8.2.20	3'-phosphoadenylyl-sulfate:protein-tyrosine O-sulfotransferase
2.8.2.25	3'-phosphoadenylyl-sulfate:quercetin 3-sulfotransferase
2.8.2.28	3'-phosphoadenylyl-sulfate:quercetin-3,3'-bissulfate 7-sulfotransferase
2.8.2.26	3'-phosphoadenylyl-sulfate:quercetin-3-sulfate 3'-sulfotransferase
2.8.2.27	3'-phosphoadenylyl-sulfate:quercetin-3-sulfate 4'-sulfotransferase
2.8.2.16	3'-phosphoadenylyl-sulfate:thiol S-sulfotransferase
2.8.2.19	3'-phosphoadenylyl-sulfate:triglucosyl-1-O-alkyl-2-O-acylglycerol6-sulfotransferase
3.1.3.6	3'-ribonucleotide phosphohydrolase
1.1.1.209	3(or 17)alpha-hydroxysteroid:NAD(P)+ oxidoreductase
1.1.1.51	3(or 17)beta-hydroxysteroid:NAD(P)+ oxidoreductase
3.2.1.6	3(or 4)-beta-D-glucan 3(4)-glucanohydrolase
4.1.1.59	3,4,5-trihydroxybenzoate carboxy-lyase (pyrogallol-forming)
1.13.11.25	3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione:oxygen4,5-oxidoreductase (decyclizing)
4.3.1.22	3,4-dihydroxy-L-phenylalanine ammonia-lyase(3,4-dihydroxyphenylpropanoate-forming)
2.6.1.49	3,4-dihydroxy-L-phenylalanine:2-oxoglutarate aminotransferase
1.13.11.30	3,4-dihydroxy-L-phenylalanine:oxygen 2,3-oxidoreductase (recyclizing)
