(+)-abscisic acid 8'-hydroxylase	1.14.13.93
5'-nucleotidase	3.1.3.5
5,10-methenyltetrahydromethanopterin hydrogenase	1.12.98.2
5,10-methylenetetrahydromethanopterin reductase	1.5.99.11
5,6-dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline dehydrogenase	1.3.1.65
5-(3,4-diacetoxybut-1-ynyl)-2,2'-bithiophene deacetylase	3.1.1.66
5-(carboxyamino)imidazole ribonucleotide mutase	5.4.99.18
5-(carboxyamino)imidazole ribonucleotide synthase	6.3.4.18
5-Formyltetrahydrofolate cyclo-ligase	6.3.3.2
5-Guanidino-2-oxopentanoate decarboxylase	4.1.1.75
5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase	1.14.13.36
5-Oxopent-3-ene-1,2,5-tricarboxylate decarboxylase	4.1.1.68
5-amino-6-(5-phosphoribosylamino)uracil reductase	1.1.1.193
5-aminolevulinate synthase	2.3.1.37
5-aminopentanamidase	3.5.1.30
5-aminovalerate transaminase	2.6.1.48
5-carboxymethyl-2-hydroxymuconate DELTA-isomerase	5.3.3.10
5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase	1.2.1.60
5-dehydro-2-deoxygluconokinase	2.7.1.92
5-dehydro-2-deoxyphosphogluconate aldolase	4.1.2.29
5-dehydro-4-deoxyglucarate dehydratase	4.2.1.41
5-hydroxyfuranocoumarin 5-O-methyltransferase	2.1.1.69
5-hydroxypentanoate CoA-transferase	2.8.3.14
5-methyldeoxycytidine-5'-phosphate kinase	2.7.4.19
5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	2.1.1.14
5-oxoprolinase (ATP-hydrolysing)	3.5.2.9
5-phytase	3.1.3.72
5-pyridoxate dioxygenase	1.14.12.5
5alpha-Hydroxysteroid dehydratase	4.2.1.62
5beta-cholestane-3alpha,7alpha-diol 12alpha-hydroxylase	1.14.13.96
6'-deoxychalcone synthase	2.3.1.170
6,7-dihydropteridine reductase	1.5.1.34
6-Carboxyhexanoate-CoA ligase	6.2.1.14
6-Methylsalicylate decarboxylase	4.1.1.52
6-O-methylnorlaudanosoline 5'-O-methyltransferase	2.1.1.121
6-acetylglucose deacetylase	3.1.1.33
6-aminohexanoate-cyclic-dimer hydrolase	3.5.2.12
6-aminohexanoate-dimer hydrolase	3.5.1.46
6-deoxyerythronolide-B synthase	2.3.1.94
6-endo-hydroxycineole dehydrogenase	1.1.1.241
6-hydroxyhexanoate dehydrogenase	1.1.1.258
6-hydroxymellein O-methyltransferase	2.1.1.108
6-hydroxynicotinate dehydrogenase	1.17.3.3
6-hydroxynicotinate reductase	1.3.7.1
6-methylsalicylic-acid synthase	2.3.1.165
6-oxocineole dehydrogenase	1.14.13.51
6-oxohexanoate dehydrogenase	1.2.1.63
6-phospho-3-hexuloisomerase	5.3.1.27
6-phospho-beta-galactosidase	3.2.1.85
6-phospho-beta-glucosidase	3.2.1.86
6-phosphofructo-2-kinase	2.7.1.105
6-phosphofructokinase	2.7.1.11
6-phosphogluconolactonase	3.1.1.31
6-pyruvoyltetrahydropterin 2'-reductase	1.1.1.220
6-pyruvoyltetrahydropterin synthase	4.2.3.12
6G-fructosyltransferase	2.4.1.243
6beta-hydroxyhyoscyamine epoxidase	1.14.11.14
7,8-dihydroxykynurenate 8,8a-dioxygenase	1.13.11.10
7-dehydrocholesterol reductase	1.3.1.21
7-deoxyloganin 7-hydroxylase	1.14.13.74
7-dimethylallyltryptophan synthase	2.5.1.B5
7-methylxanthosine synthase	2.1.1.158
7alpha-hydroxycholest-4-en-3-one 12alpha-hydroxylase	1.14.13.95
7alpha-hydroxysteroid dehydrogenase	1.1.1.159
7beta-hydroxysteroid dehydrogenase (NADP+)	1.1.1.201
8-amino-7-oxononanoate synthase	2.3.1.47
8-dimethylallylnaringenin 2'-hydroxylase	1.14.13.103
8-hydroxyfuranocoumarin 8-O-methyltransferase	2.1.1.70
8-hydroxyquercetin 8-O-methyltransferase	2.1.1.88
8-oxocoformycin reductase	1.1.1.235
9,14-linoleate diol synthase	1.13.11.B1
9-cis-epoxycarotenoid dioxygenase	1.13.11.51
ACP-SH:acetate ligase	6.2.1.35
ADAM 17 endopeptidase	3.4.24.86
ADAM1 endopeptidase	3.4.24.B8
ADAM10 endopeptidase	3.4.24.81
ADAM12 endopeptidase	3.4.24.B10
ADAM9 endopeptidase	3.4.24.B9
ADAMTS-4 endopeptidase	3.4.24.82
ADAMTS1 endopeptidase	3.4.24.B11
ADAMTS13 endopeptidase	3.4.24.B13
ADAMTS5 endopeptidase	3.4.24.B12
ADP deaminase	3.5.4.7
ADP-dependent medium-chain-acyl-CoA hydrolase	3.1.2.19
ADP-dependent short-chain-acyl-CoA hydrolase	3.1.2.18
ADP-glyceromanno-heptose 6-epimerase	5.1.3.20
ADP-phosphoglycerate phosphatase	3.1.3.28
ADP-ribose diphosphatase	3.6.1.13
ADP-ribosyl-[dinitrogen reductase] hydrolase	3.2.2.24
ADP-specific glucokinase	2.7.1.147
ADP-specific phosphofructokinase	2.7.1.146
ADP-sugar diphosphatase	3.6.1.21
ADP-thymidine kinase	2.7.1.118
AMP deaminase	3.5.4.6
AMP nucleosidase	3.2.2.4
AMP-thymidine kinase	2.7.1.114
APS sulfotransferase	2.8.2.B1
ATP adenylyltransferase	2.7.7.53
ATP citrate synthase	2.3.3.8
ATP deaminase	3.5.4.18
ATP diphosphatase	3.6.1.8
ATP phosphoribosyltransferase	2.4.2.17
ATP-dependent NAD(P)H-hydrate dehydratase	4.2.1.93
Acetate-CoA ligase	6.2.1.1
Acetate-CoA ligase (ADP-forming)	6.2.1.13
Acetoacetate decarboxylase	4.1.1.4
Acetoacetate-CoA ligase	6.2.1.16
Acetoin racemase	5.1.2.4
Acetolactate decarboxylase	4.1.1.5
Acetyl-CoA carboxylase	6.4.1.2
Acetylalkylglycerol acetylhydrolase	3.1.1.71
Acetylxylan esterase	3.1.1.72
Acid-CoA ligase (GDP-forming)	6.2.1.10
Aconitate decarboxylase	4.1.1.6
Acrocylindropepsin	3.4.23.28
Adenylosuccinate synthase	6.3.4.4
Ag+-exporting ATPase	3.6.3.53
Alanine racemase	5.1.1.1
Alanine-tRNA ligase	6.1.1.7
Alanopine dehydrogenase	1.5.1.17
Alcohol O-cinnamoyltransferase	2.3.1.152
Aldose 1-epimerase	5.1.3.3
Aliphatic nitrilase	3.5.5.7
Allantoin racemase	5.1.99.3
Allene-oxide cyclase	5.3.99.6
Amino-acid racemase	5.1.1.10
Aminocarboxymuconate-semialdehyde decarboxylase	4.1.1.45
Ananain	3.4.22.31
Anthocyanin 5-aromatic acyltransferase	2.3.1.153
Arabinonate dehydratase	4.2.1.5
Arabinose isomerase	5.3.1.3
Arabinose-5-phosphate isomerase	5.3.1.13
Arachidonate-CoA ligase	6.2.1.15
Arginine decarboxylase	4.1.1.19
Arginine racemase	5.1.1.9
Arginine-tRNA ligase	6.1.1.19
Argininosuccinate synthase	6.3.4.5
Arylacetonitrilase	3.5.5.5
Arylalkyl acylamidase	3.5.1.76
Arylmalonate decarboxylase	4.1.1.76
Asparagine synthase (glutamine-hydrolysing)	6.3.5.4
Asparagine-tRNA ligase	6.1.1.22
Aspartate racemase	5.1.1.13
Aspartate-ammonia ligase	6.3.1.1
Aspartate-tRNA ligase	6.1.1.12
Aspergillopepsin I	3.4.23.18
Aspergillopepsin II	3.4.23.19
Aspergillus deoxyribonuclease K1	3.1.22.2
Aspergillus nuclease S1	3.1.30.1
Bacillus subtilis ribonuclease	3.1.27.2
Barrierpepsin	3.4.23.35
Benzoate-CoA ligase	6.2.1.25
Benzophenone synthase	2.3.1.151
Benzoyl-CoA 3-monooxygenase	1.14.13.58
Benzoyl-CoA reductase	1.3.99.15
Benzoylformate decarboxylase	4.1.1.7
Biotin carboxylase	6.3.4.14
Biotin-CoA ligase	6.2.1.11
Biotin-[acetyl-CoA-carboxylase] ligase	6.3.4.15
Biotin-[methylcrotonoyl-CoA-carboxylase] ligase	6.3.4.11
Biotin-[methylmalonyl-CoA-carboxytransferase] ligase	6.3.4.9
Biotin-[propionyl-CoA-carboxylase (ATP-hydrolysing)] ligase	6.3.4.10
Bisphosphoglycerate mutase	5.4.2.4
Butyrate-CoA ligase	6.2.1.2
C-terminal processing peptidase	3.4.21.102
C5a peptidase	3.4.21.110
CC-preferring endodeoxyribonuclease	3.1.21.6
CDP-4-dehydro-6-deoxyglucose reductase	1.17.1.1
CDP-archaeol synthase	2.7.7.67
CDP-diacylglycerol diphosphatase	3.6.1.26
CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase	2.7.8.5
CDP-diacylglycerol-inositol 3-phosphatidyltransferase	2.7.8.11
CDP-diacylglycerol-serine O-phosphatidyltransferase	2.7.8.8
CDP-glucose 4,6-dehydratase	4.2.1.45
CDP-glycerol diphosphatase	3.6.1.16
CDP-glycerol glycerophosphotransferase	2.7.8.12
CDP-paratose 2-epimerase	5.1.3.10
CDP-ribitol ribitolphosphotransferase	2.7.8.14
CMP-N-acetylneuraminate monooxygenase	1.14.18.2
CMP-N-acylneuraminate phosphodiesterase	3.1.4.40
CO-methylating acetyl-CoA synthase	2.3.1.169
CPB protease	3.4.22.B5
CTP synthase	6.3.4.2
CTP-dependent diacylglycerol kinase	2.7.1.B4
CTP-dependent riboflavin kinase	2.7.1.161
Ca2+-transporting ATPase	3.6.3.8
Ca2+/calmodulin-dependent protein kinase	2.7.11.17
Cancer procoagulant	3.4.22.26
Candidapepsin	3.4.23.24
Carbamoyl-phosphate synthase (ammonia)	6.3.4.16
Carbamoyl-phosphate synthase (glutamine-hydrolysing)	6.3.5.5
Carboxy-cis,cis-muconate cyclase	5.5.1.5
Carboxylate reductase	1.2.99.6
Carboxypeptidase Taq	3.4.17.19
Carboxypeptidase U	3.4.17.20
Caricain	3.4.22.30
Carnitine decarboxylase	4.1.1.42
Carnosine synthase	6.3.2.11
Carotene 7,8-desaturase	1.14.99.30
Cathepsin E	3.4.23.34
Cathepsin K	3.4.22.38
Cathepsin T	3.4.22.24
Cd2+-exporting ATPase	3.6.3.3
Cellobiose epimerase	5.1.3.11
Chalcone isomerase	5.5.1.6
Chloromuconate cycloisomerase	5.5.1.7
Cholate-CoA ligase	6.2.1.7
Chorismate mutase	5.4.99.5
Citrate dehydratase	4.2.1.4
Cl--transporting ATPase	3.6.3.11
Clostridial aminopeptidase	3.4.11.13
CoA-disulfide reductase	1.8.1.14
CoA-glutathione reductase	1.8.1.10
CoB-CoM heterodisulfide reductase	1.8.98.1
Corticosteroid side-chain-isomerase	5.3.1.21
Crotonoyl-[acyl-carrier-protein] hydratase	4.2.1.58
Cu2+-exporting ATPase	3.6.3.4
Cycloartenol synthase	5.4.99.8
Cycloeucalenol cycloisomerase	5.5.1.9
Cyclohexanone dehydrogenase	1.3.99.14
Cypridina-luciferin 2-monooxygenase	1.13.12.6
Cystathionine beta-synthase	4.2.1.22
Cysteine-tRNA ligase	6.1.1.16
D(-)-tartrate dehydratase	4.2.1.81
D-2-hydroxy-acid dehydrogenase	1.1.99.6
D-4-hydroxyphenylglycine transaminase	2.6.1.72
D-Ala-D-Ala dipeptidase	3.4.13.22
D-Alanine-D-alanine ligase	6.3.2.4
D-Alanine-alanyl-poly(glycerolphosphate) ligase	6.3.2.16
D-Alanine-poly(phosphoribitol) ligase	6.1.1.13
D-Arabinono-1,4-lactone oxidase	1.1.3.37
D-Lyxose ketol-isomerase	5.3.1.15
D-Octopine dehydrogenase	1.5.1.11
D-Serine ammonia-lyase	4.3.1.18
D-alanine 2-hydroxymethyltransferase	2.1.2.7
D-alanine gamma-glutamyltransferase	2.3.2.14
D-amino-acid N-acetyltransferase	2.3.1.36
D-amino-acid dehydrogenase	1.4.99.1
D-amino-acid oxidase	1.4.3.3
D-amino-acid transaminase	2.6.1.21
D-arabinitol 2-dehydrogenase	1.1.1.250
D-arabinitol 4-dehydrogenase	1.1.1.11
D-arabinitol dehydrogenase (NADP+)	1.1.1.287
D-arabinokinase	2.7.1.54
D-arabinonolactonase	3.1.1.30
D-arabinose 1-dehydrogenase	1.1.1.116
D-arabinose 1-dehydrogenase [NAD(P)+]	1.1.1.117
D-arabitol-phosphate dehydrogenase	1.1.1.B1
D-arginase	3.5.3.10
D-aspartate ligase	6.3.1.12
D-aspartate oxidase	1.4.3.1
D-benzoylarginine-4-nitroanilide amidase	3.5.1.72
D-cysteine desulfhydrase	4.4.1.15
D-dopachrome decarboxylase	4.1.1.84
D-fuconate dehydratase	4.2.1.67
D-galactosyl-beta-1,4-L-rhamnose phosphorylase	2.4.1.B6
D-glutamate cyclase	4.2.1.48
D-glutamate oxidase	1.4.3.7
D-glutamate(D-aspartate) oxidase	1.4.3.15
D-glutaminase	3.5.1.35
D-glutamyltransferase	2.3.2.1
D-iditol 2-dehydrogenase	1.1.1.15
D-lactate dehydrogenase	1.1.1.28
D-lactate dehydrogenase (cytochrome c-553)	1.1.2.5
D-lactate dehydrogenase (cytochrome)	1.1.2.4
D-lactate-2-sulfatase	3.1.6.17
D-lysine 5,6-aminomutase	5.4.3.4
D-lysopine dehydrogenase	1.5.1.16
D-malate dehydrogenase (decarboxylating)	1.1.1.83
D-mannitol oxidase	1.1.3.40
D-methionine-pyruvate transaminase	2.6.1.41
D-nopaline dehydrogenase	1.5.1.19
D-ornithine 4,5-aminomutase	5.4.3.5
D-pinitol dehydrogenase	1.1.1.142
D-proline reductase (dithiol)	1.21.4.1
D-ribitol-5-phosphate cytidylyltransferase	2.7.7.40
D-ribulokinase	2.7.1.47
D-sorbitol dehydrogenase (acceptor)	1.1.99.21
D-stereospecific aminopeptidase	3.4.11.19
D-threo-aldose 1-dehydrogenase	1.1.1.122
D-threonine aldolase	4.1.2.42
D-tryptophan N-acetyltransferase	2.3.1.34
D-tryptophan N-malonyltransferase	2.3.1.112
D-xylose 1-dehydrogenase	1.1.1.175
D-xylose 1-dehydrogenase (NADP+)	1.1.1.179
D-xylulose reductase	1.1.1.9
DDT-dehydrochlorinase	4.5.1.1
DELTA1-piperideine-2-carboxylate reductase	1.5.1.21
DELTA11-fatty-acid desaturase	1.14.19.5
DELTA12-fatty acid dehydrogenase	1.14.99.33
DELTA12-fatty-acid desaturase	1.14.19.B3
DELTA14-sterol reductase	1.3.1.70
DELTA24(241)-sterol reductase	1.3.1.71
DELTA24-sterol reductase	1.3.1.72
DELTA4-3-oxosteroid 5beta-reductase	1.3.1.3
DELTA8-fatty-acid desaturase	1.14.19.4
DNA (cytosine-5-)-methyltransferase	2.1.1.37
DNA 5'-deoxyribose phosphate lyase	4.2.99.B1    
DNA alpha-glucosyltransferase	2.4.1.26
DNA beta-glucosyltransferase	2.4.1.27
DNA helicase	3.6.4.B2
DNA ligase (ATP)	6.5.1.1
DNA ligase (NAD+)	6.5.1.2
DNA nucleotidylexotransferase	2.7.7.31
DNA topoisomerase	5.99.1.2
DNA topoisomerase (ATP-hydrolysing)	5.99.1.3
DNA-(apurinic or apyrimidinic site) lyase	4.2.99.18
DNA-3-methyladenine glycosylase I	3.2.2.20
DNA-3-methyladenine glycosylase II	3.2.2.21
DNA-deoxyinosine glycosylase	3.2.2.15
DNA-directed DNA polymerase	2.7.7.7
DNA-directed RNA polymerase	2.7.7.6
DNA-formamidopyrimidine glycosylase	3.2.2.23
DegQ peptidase	3.4.21.B50
Dehydro-L-gulonate decarboxylase	4.1.1.34
Deoxylimonate A-ring-lactonase	3.1.1.46
Deoxyribose-phosphate aldolase	4.1.2.4
Dethiobiotin synthase	6.3.3.3
Diaminopimelate decarboxylase	4.1.1.20
Diaminopimelate epimerase	5.1.1.7
Diaminopropionate ammonia-lyase	4.3.1.15
Dicarboxylate-CoA ligase	6.2.1.23
Dihydrobenzophenanthridine oxidase	1.5.3.12
Dihydrochelirubine 12-monooxygenase	1.14.13.57
Dihydroneopterin aldolase	4.1.2.25
Dihydrosanguinarine 10-monooxygenase	1.14.13.56
Dihydroxyfumarate decarboxylase	4.1.1.54
Dimethylaniline-N-oxide aldolase	4.1.2.24
Diphosphomevalonate decarboxylase	4.1.1.33
Diphthine-ammonia ligase	6.3.2.22
Endopeptidase Clp	3.4.21.92
Endopeptidase La	3.4.21.53
Endopeptidase So	3.4.21.67
Endothiapepsin	3.4.23.22
Enterobacter ribonuclease	3.1.27.6
Erythro-3-hydroxyaspartate ammonia-lyase	4.3.1.20
FAD diphosphatase	3.6.1.18
FAD synthetase	2.7.7.2
FAD-AMP lyase (cyclizing)	4.6.1.15
FMN reductase	1.5.1.29
Farnesol 2-isomerase	5.2.1.9
Fas-activated serine/threonine kinase	2.7.11.8
Fe3+-transporting ATPase	3.6.3.30
Feline immunodeficiency virus protease	3.4.23.B4
Flavivirin	3.4.21.91
Formate-dihydrofolate ligase	6.3.4.17
Formylmethanofuran dehydrogenase	1.2.99.5
Fructose-6-phosphate phosphoketolase	4.1.2.22
Fructose-bisphosphate aldolase	4.1.2.13
Fruit bromelain	3.4.22.33
FtsH endopeptidase	3.4.24.B17
FtsH protease	3.4.24.B20
Furin	3.4.21.75
Furylfuramide isomerase	5.2.1.6
G-protein-coupled receptor kinase	2.7.11.16
GDP-4-dehydro-6-deoxy-D-mannose reductase	1.1.1.281
GDP-4-dehydro-D-rhamnose reductase	1.1.1.187
GDP-6-deoxy-D-talose 4-dehydrogenase	1.1.1.135
GDP-L-fucose synthase	1.1.1.271
GDP-L-galactose phosphorylase	2.7.7.B2
GDP-glucosidase	3.2.1.42
GDP-mannose 3,5-epimerase	5.1.3.18
GDP-mannose 4,6-dehydratase	4.2.1.47
GDP-mannose 6-dehydrogenase	1.1.1.132
GMP reductase	1.7.1.7
GMP synthase	6.3.4.1
GMP synthase (glutamine-hydrolysing)	6.3.5.2
GTP cyclohydrolase I	3.5.4.16
GTP cyclohydrolase II	3.5.4.25
GTP cyclohydrolase IIa	3.5.4.29
GTP diphosphokinase	2.7.6.5
Galactarate dehydratase	4.2.1.42
Galactose-6-phosphate isomerase	5.3.1.26
Gallate decarboxylase	4.1.1.59
Gentisate decarboxylase	4.1.1.62
Geranoyl-CoA carboxylase	6.4.1.5
Gingipain R	3.4.22.37
Glu-Glu dipeptidase	3.4.13.7
Gluconate dehydratase	4.2.1.39
Glucose-6-phosphate 1-epimerase	5.1.3.15
Glucose-6-phosphate isomerase	5.3.1.9
Glucuronate isomerase	5.3.1.12
Glutamate carboxypeptidase II	3.4.17.21
Glutamate decarboxylase	4.1.1.15
Glutamate racemase	5.1.1.3
Glutamate-ammonia ligase	6.3.1.2
Glutamate-cysteine ligase	6.3.2.2
Glutamate-ethylamine ligase	6.3.1.6
Glutamate-methylamine ligase	6.3.4.12
Glutamate-tRNA ligase	6.1.1.17
Glutamine-tRNA ligase	6.1.1.18
Glutamyl endopeptidase II	3.4.21.82
Glutarate-CoA ligase	6.2.1.6
Glutathione synthase	6.3.2.3
Glutathionylspermidine amidase	3.5.1.78
Glutathionylspermidine synthase	6.3.1.8
Gly-Xaa carboxypeptidase	3.4.17.4
Glycerophospholipid acyltransferase (CoA-dependent)	2.3.1.148
Glycerophospholipid arachidonoyl-transferase (CoA-independent)	2.3.1.147
Glycyl endopeptidase	3.4.22.25
Goodpasture-antigen-binding protein kinase	2.7.11.9
Granzyme A	3.4.21.78
Granzyme B	3.4.21.79
Guanidinopropionase	3.5.3.17
H+-exporting ATPase	3.6.3.6
H+-transporting two-sector ATPase	3.6.3.14
H+/K+-exchanging ATPase	3.6.3.10
HIV-1 retropepsin	3.4.23.16
HIV-2 retropepsin	3.4.23.47
Histidine decarboxylase	4.1.1.22
Histidine-tRNA ligase	6.1.1.21
Histolysain	3.4.22.35
Holocytochrome-c synthase	4.4.1.17
HslV component of HslUV peptidase	3.4.25.B1
HtrA2 peptidase	3.4.21.108
HycD peptidase	3.4.23.B20
HycI peptidase	3.4.23.B21
Hydroxyglutamate decarboxylase	4.1.1.16
Hydroxymandelonitrile lyase	4.1.2.11
Hydroxymethylglutaryl-CoA lyase	4.1.3.4
Hydroxypyruvate decarboxylase	4.1.1.40
Hydroxypyruvate isomerase	5.3.1.22
IMP cyclohydrolase	3.5.4.10
IMP dehydrogenase	1.1.1.205
IgA-specific metalloendopeptidase	3.4.24.13
IgA-specific serine endopeptidase	3.4.21.72
IkappaB kinase	2.7.11.10
Imidazoleacetate-phosphoribosyldiphosphate ligase	6.3.4.8
Indoleacetate-lysine synthetase	6.3.2.20
Indolepyruvate decarboxylase	4.1.1.74
Isochorismate synthase	5.4.4.2
Isocitrate epimerase	5.1.2.6
Isohexenylglutaconyl-CoA hydratase	4.2.1.57
Isoleucine-tRNA ligase	6.1.1.5
Isomaltulose synthase	5.4.99.11
Isoquinoline 1-oxidoreductase	1.3.99.16
Itaconyl-CoA hydratase	4.2.1.56
Juvenile-hormone esterase	3.1.1.59
K+-transporting ATPase	3.6.3.12
Ketosteroid monooxygenase	1.14.13.54
Ketotetrose-phosphate aldolase	4.1.2.2
Kexin	3.4.21.61
L(+)-Tartrate dehydratase	4.2.1.32
L-2-amino-4-chloropent-4-enoate dehydrochlorinase	4.5.1.4
L-3-cyanoalanine synthase	4.4.1.9
L-Amino-acid dehydrogenase	1.4.1.5
L-Arabinonate dehydratase	4.2.1.25
L-Arabinose isomerase	5.3.1.4
L-Fucose isomerase	5.3.1.25
L-Fuculose-phosphate aldolase	4.1.2.17
L-Lysine 6-monooxygenase (NADPH)	1.14.13.59
L-Rhamnose isomerase	5.3.1.14
L-Serine ammonia-lyase	4.3.1.17
L-Seryl-tRNASec selenium transferase	2.9.1.1
L-alanine-D-glutamate endopeptidase	3.4.24.B24
L-amino-acid alpha-ligase	6.3.2.28
L-amino-acid oxidase	1.4.3.2
L-aminoadipate-semialdehyde dehydrogenase	1.2.1.31
L-arabinitol 2-dehydrogenase	1.1.1.13
L-arabinitol 4-dehydrogenase	1.1.1.12
L-arabinokinase	2.7.1.46
L-arabinonolactonase	3.1.1.15
L-arabinose 1-dehydrogenase	1.1.1.46
L-ascorbate oxidase	1.10.3.3
L-ascorbate peroxidase	1.11.1.11
L-ascorbate-cytochrome-b5 reductase	1.10.2.1
L-aspartate oxidase	1.4.3.16
L-cysteate sulfo-lyase	4.4.1.25
L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranosideligase	6.3.1.B1
L-dopachrome isomerase	5.3.3.12
L-erythro-3,5-diaminohexanoate dehydrogenase	1.4.1.B2
L-fuconate dehydratase	4.2.1.68
L-fuculokinase	2.7.1.51
L-galactonate dehydratase	4.2.1.B1 (preliminary BBRENDA-supplied EC number)
L-galactonolactone dehydrogenase	1.3.2.3
L-galactonolactone oxidase	1.3.3.12 (formerly EC 1.1.3.24. The enzyme had been incorrectly classified as acting upon a CH-OH donor rather than a CH-CH donor)
L-glutamate oxidase	1.4.3.11
L-glycol dehydrogenase	1.1.1.185
L-gulonate 3-dehydrogenase	1.1.1.45
L-gulonolactone oxidase	1.1.3.8
L-iditol 2-dehydrogenase	1.1.1.14
L-idonate 2-dehydrogenase	1.1.1.128
L-idonate 5-dehydrogenase	1.1.1.264
L-iduronidase	3.2.1.76
L-lactate dehydrogenase	1.1.1.27
L-lactate dehydrogenase (cytochrome)	1.1.2.3
L-lysine 6-oxidase	1.4.3.20
L-lysine 6-transaminase	2.6.1.36
L-lysine oxidase	1.4.3.14
L-lysine-lactamase	3.5.2.11
L-methionine (R)-S-oxide reductase	1.8.4.14
L-methionine (S)-S-oxide reductase	1.8.4.13
L-mimosine synthase	2.5.1.52
L-peptidase	3.4.22.46
L-pipecolate dehydrogenase	1.5.99.3
L-pipecolate oxidase	1.5.3.7
L-rhamnonate dehydratase	4.2.1.90
L-rhamnono-1,4-lactonase	3.1.1.65
L-rhamnose 1-dehydrogenase	1.1.1.173
L-ribulose-5-phosphate 3-epimerase	5.1.3.22
L-ribulose-5-phosphate 4-epimerase	5.1.3.4
L-sorbose 1-dehydrogenase	1.1.99.32
L-sorbose oxidase	1.1.3.11
L-threonate 3-dehydrogenase	1.1.1.129
L-threonine 3-dehydrogenase	1.1.1.103
L-xylose 1-dehydrogenase	1.1.1.113
L-xylulokinase	2.7.1.53
L-xylulose reductase	1.1.1.10
LL-diaminopimelate aminotransferase	2.6.1.83
Lactate racemase	5.1.2.1
Lactocepin	3.4.21.96
Lanosterol synthase	5.4.99.7
Latia-luciferin monooxygenase (demethylating)	1.14.99.21
Legumain	3.4.22.34
Leucine-tRNA ligase	6.1.1.4
Leucyl endopeptidase	3.4.21.57
Limulus clotting enzyme	3.4.21.86
Linoleate isomerase	5.2.1.5
Long-chain-fatty-acid-CoA ligase	6.2.1.3
Long-chain-fatty-acid-[acyl-carrier-protein] ligase	6.2.1.20
Long-chain-fatty-acid-luciferin-component ligase	6.2.1.19
Lysine decarboxylase	4.1.1.18
Lysine racemase	5.1.1.5
Lysine-tRNA ligase	6.1.1.6
Lysolecithin acylmutase	5.4.1.1
MAHCE	3.4.24.B25
Malate-CoA ligase	6.2.1.9
Maleate isomerase	5.2.1.1
Maleylacetoacetate isomerase	5.2.1.2
Maleylpyruvate isomerase	5.2.1.4
Malonyl-CoA decarboxylase	4.1.1.9
Mandelonitrile lyase	4.1.2.10
Mannonate dehydratase	4.2.1.8
Mannose isomerase	5.3.1.7
Mannose-6-phosphate isomerase	5.3.1.8
Mason-Pfizer monkey virus proteinase	3.4.23.B6
Met-Xaa dipeptidase	3.4.13.12
Metallocarboxypeptidase D	3.4.17.22
Methanosarcina-phenazine hydrogenase	1.12.98.3
Methionine decarboxylase	4.1.1.57
Methionine racemase	5.1.1.2
Methionine-tRNA ligase	6.1.1.10
Methylaspartate mutase	5.4.99.1
Methylcrotonoyl-CoA carboxylase	6.4.1.4
Methylenetetrahydromethanopterin dehydrogenase	1.5.99.9
Methylisocitrate lyase	4.1.3.30
Methylmalonyl-CoA decarboxylase	4.1.1.41
Methylmalonyl-CoA epimerase	5.1.99.1
Methylmalonyl-CoA mutase	5.4.99.2
Mg2+-importing ATPase	3.6.3.2
Mn2+-dependent ADP-ribose/CDP-alcohol diphosphatase	3.6.1.53
Muconate cycloisomerase	5.5.1.1
Mucorpepsin	3.4.23.23
Muramoyltetrapeptide carboxypeptidase	3.4.17.13
Myeloblastin	3.4.21.76
Myo-inosose-2 dehydratase	4.2.1.44
N,N-dimethylformamidase	3.5.1.56
N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase	6.3.2.26
N-(long-chain-acyl)ethanolamine deacylase	3.5.1.60
N-Acetylglucosaminylphosphatidylinositol deacetylase	3.5.1.89
N-Acyl-D-amino-acid deacylase	3.5.1.81
N-Acyl-D-aspartate deacylase	3.5.1.83
N-Acyl-D-glutamate deacylase	3.5.1.82
N-Acylglucosamine 2-epimerase	5.1.3.8
N-Acylglucosamine-6-phosphate 2-epimerase	5.1.3.9
N-Formylmethionyl-peptidase	3.4.19.7
N-acetyl-beta-alanine deacetylase	3.5.1.21
N-acetyl-beta-glucosaminyl-glycoprotein4-beta-N-acetylgalactosaminyltransferase	2.4.1.244
N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38
N-acetyldiaminopimelate deacetylase	3.5.1.47
N-acetylgalactosamine 4-sulfate 6-O-sulfotransferase	2.8.2.33
N-acetylgalactosamine kinase	2.7.1.157
N-acetylgalactosamine-4-sulfatase	3.1.6.12
N-acetylgalactosamine-6-sulfatase	3.1.6.4
N-acetylgalactosaminoglycan deacetylase	3.1.1.58
N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase	2.4.1.226
N-acetylglucosamine deacetylase	3.5.1.33
N-acetylglucosamine kinase	2.7.1.59
N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase	3.1.4.45
