1.14.13.93	(+)-abscisic acid 8'-hydroxylase
3.1.3.26	4-phytase
3.1.1.27	4-pyridoxolactonase
1.14.12.8	4-sulfobenzoate 3,4-dioxygenase
1.2.1.47	4-trimethylammoniobutyraldehyde dehydrogenase
4.2.1.96	4a-hydroxytetrahydrobiopterin dehydratase
3.6.1.20	5'-acylphosphoadenosine hydrolase
3.1.3.5	5'-nucleotidase
1.12.98.2	5,10-methenyltetrahydromethanopterin hydrogenase
1.5.99.11	5,10-methylenetetrahydromethanopterin reductase
1.3.1.65	5,6-dihydroxy-3-methyl-2-oxo-1,2,5,6-tetrahydroquinoline dehydrogenase
3.1.1.66	5-(3,4-diacetoxybut-1-ynyl)-2,2'-bithiophene deacetylase
5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase
6.3.4.18	5-(carboxyamino)imidazole ribonucleotide synthase
6.3.3.2	5-Formyltetrahydrofolate cyclo-ligase
4.1.1.75	5-Guanidino-2-oxopentanoate decarboxylase
1.14.13.36	5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase
4.1.1.68	5-Oxopent-3-ene-1,2,5-tricarboxylate decarboxylase
1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase
2.3.1.37	5-aminolevulinate synthase
3.5.1.30	5-aminopentanamidase
2.6.1.48	5-aminovalerate transaminase
5.3.3.10	5-carboxymethyl-2-hydroxymuconate DELTA-isomerase
1.2.1.60	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase
2.7.1.92	5-dehydro-2-deoxygluconokinase
4.1.2.29	5-dehydro-2-deoxyphosphogluconate aldolase
4.2.1.41	5-dehydro-4-deoxyglucarate dehydratase
2.1.1.69	5-hydroxyfuranocoumarin 5-O-methyltransferase
2.8.3.14	5-hydroxypentanoate CoA-transferase
2.7.4.19	5-methyldeoxycytidine-5'-phosphate kinase
2.1.1.14	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase
3.5.2.9	5-oxoprolinase (ATP-hydrolysing)
3.1.3.72	5-phytase
1.14.12.5	5-pyridoxate dioxygenase
4.2.1.62	5alpha-Hydroxysteroid dehydratase
1.14.13.96	5beta-cholestane-3alpha,7alpha-diol 12alpha-hydroxylase
2.3.1.170	6'-deoxychalcone synthase
1.5.1.34	6,7-dihydropteridine reductase
6.2.1.14	6-Carboxyhexanoate-CoA ligase
4.1.1.52	6-Methylsalicylate decarboxylase
2.1.1.121	6-O-methylnorlaudanosoline 5'-O-methyltransferase
3.1.1.33	6-acetylglucose deacetylase
3.5.2.12	6-aminohexanoate-cyclic-dimer hydrolase
3.5.1.46	6-aminohexanoate-dimer hydrolase
2.3.1.94	6-deoxyerythronolide-B synthase
1.1.1.241	6-endo-hydroxycineole dehydrogenase
1.1.1.258	6-hydroxyhexanoate dehydrogenase
2.1.1.108	6-hydroxymellein O-methyltransferase
1.17.3.3	6-hydroxynicotinate dehydrogenase
1.3.7.1	6-hydroxynicotinate reductase
2.3.1.165	6-methylsalicylic-acid synthase
1.14.13.51	6-oxocineole dehydrogenase
1.2.1.63	6-oxohexanoate dehydrogenase
5.3.1.27	6-phospho-3-hexuloisomerase
3.2.1.85	6-phospho-beta-galactosidase
3.2.1.86	6-phospho-beta-glucosidase
2.7.1.105	6-phosphofructo-2-kinase
2.7.1.11	6-phosphofructokinase
3.1.1.31	6-phosphogluconolactonase
1.1.1.220	6-pyruvoyltetrahydropterin 2'-reductase
4.2.3.12	6-pyruvoyltetrahydropterin synthase
2.4.1.243	6G-fructosyltransferase
1.14.11.14	6beta-hydroxyhyoscyamine epoxidase
1.13.11.10	7,8-dihydroxykynurenate 8,8a-dioxygenase
1.3.1.21	7-dehydrocholesterol reductase
1.14.13.74	7-deoxyloganin 7-hydroxylase
2.5.1.B5 (preliminary BRENDA-supplied EC number)	7-dimethylallyltryptophan synthase
2.1.1.158	7-methylxanthosine synthase
1.14.13.95	7alpha-hydroxycholest-4-en-3-one 12alpha-hydroxylase
1.1.1.159	7alpha-hydroxysteroid dehydrogenase
1.1.1.201	7beta-hydroxysteroid dehydrogenase (NADP+)
2.3.1.47	8-amino-7-oxononanoate synthase
1.14.13.103	8-dimethylallylnaringenin 2'-hydroxylase
2.1.1.70	8-hydroxyfuranocoumarin 8-O-methyltransferase
2.1.1.88	8-hydroxyquercetin 8-O-methyltransferase
1.1.1.235	8-oxocoformycin reductase
1.13.11.B1 (preliminary BRENDA-supplied EC number)	9,14-linoleate diol synthase
1.13.11.51	9-cis-epoxycarotenoid dioxygenase
6.2.1.35	ACP-SH:acetate ligase
3.4.24.86	ADAM 17 endopeptidase
3.4.24.B8 (preliminary BRENDA-supplied EC number)	ADAM1 endopeptidase
3.4.24.81	ADAM10 endopeptidase
3.4.24.B10 (preliminary BRENDA-supplied EC number)	ADAM12 endopeptidase
3.4.24.B9 (preliminary BRENDA-supplied EC number)	ADAM9 endopeptidase
3.4.24.82	ADAMTS-4 endopeptidase
3.4.24.B11 (preliminary BRENDA-supplied EC number)	ADAMTS1 endopeptidase
3.4.24.B13 (preliminary BRENDA-supplied EC number)	ADAMTS13 endopeptidase
3.4.24.B12 (preliminary BRENDA-supplied EC number)	ADAMTS5 endopeptidase
3.5.4.7	ADP deaminase
3.1.2.19	ADP-dependent medium-chain-acyl-CoA hydrolase
3.1.2.18	ADP-dependent short-chain-acyl-CoA hydrolase
5.1.3.20	ADP-glyceromanno-heptose 6-epimerase
3.1.3.28	ADP-phosphoglycerate phosphatase
3.6.1.13	ADP-ribose diphosphatase
3.2.2.24	ADP-ribosyl-[dinitrogen reductase] hydrolase
2.7.1.147	ADP-specific glucokinase
2.7.1.146	ADP-specific phosphofructokinase
3.6.1.21	ADP-sugar diphosphatase
2.7.1.118	ADP-thymidine kinase
3.5.4.6	AMP deaminase
3.2.2.4	AMP nucleosidase
2.7.1.114	AMP-thymidine kinase
2.8.2.B1 (preliminary BRENDA-supplied EC number)	APS sulfotransferase
2.7.7.53	ATP adenylyltransferase
2.3.3.8	ATP citrate synthase
3.5.4.18	ATP deaminase
3.6.1.8	ATP diphosphatase
2.4.2.17	ATP phosphoribosyltransferase
4.2.1.93	ATP-dependent NAD(P)H-hydrate dehydratase
6.2.1.1	Acetate-CoA ligase
6.2.1.13	Acetate-CoA ligase (ADP-forming)
4.1.1.4	Acetoacetate decarboxylase
6.2.1.16	Acetoacetate-CoA ligase
5.1.2.4	Acetoin racemase
4.1.1.5	Acetolactate decarboxylase
6.4.1.2	Acetyl-CoA carboxylase
3.1.1.71	Acetylalkylglycerol acetylhydrolase
3.1.1.72	Acetylxylan esterase
6.2.1.10	Acid-CoA ligase (GDP-forming)
4.1.1.6	Aconitate decarboxylase
3.4.23.28	Acrocylindropepsin
6.3.4.4	Adenylosuccinate synthase
3.6.3.53	Ag+-exporting ATPase
5.1.1.1	Alanine racemase
6.1.1.7	Alanine-tRNA ligase
1.5.1.17	Alanopine dehydrogenase
2.3.1.152	Alcohol O-cinnamoyltransferase
5.1.3.3	Aldose 1-epimerase
3.5.5.7	Aliphatic nitrilase
5.1.99.3	Allantoin racemase
5.3.99.6	Allene-oxide cyclase
5.1.1.10	Amino-acid racemase
4.1.1.45	Aminocarboxymuconate-semialdehyde decarboxylase
3.4.22.31	Ananain
2.3.1.153	Anthocyanin 5-aromatic acyltransferase
4.2.1.5	Arabinonate dehydratase
5.3.1.3	Arabinose isomerase
5.3.1.13	Arabinose-5-phosphate isomerase
6.2.1.15	Arachidonate-CoA ligase
4.1.1.19	Arginine decarboxylase
5.1.1.9	Arginine racemase
6.1.1.19	Arginine-tRNA ligase
6.3.4.5	Argininosuccinate synthase
3.5.5.5	Arylacetonitrilase
3.5.1.76	Arylalkyl acylamidase
4.1.1.76	Arylmalonate decarboxylase
6.3.5.4	Asparagine synthase (glutamine-hydrolysing)
6.1.1.22	Asparagine-tRNA ligase
5.1.1.13	Aspartate racemase
6.3.1.1	Aspartate-ammonia ligase
6.1.1.12	Aspartate-tRNA ligase
3.4.23.18	Aspergillopepsin I
3.4.23.19	Aspergillopepsin II
3.1.22.2	Aspergillus deoxyribonuclease K1
3.1.30.1	Aspergillus nuclease S1
3.1.27.2	Bacillus subtilis ribonuclease
3.4.23.35	Barrierpepsin
6.2.1.25	Benzoate-CoA ligase
2.3.1.151	Benzophenone synthase
1.14.13.58	Benzoyl-CoA 3-monooxygenase
1.3.99.15	Benzoyl-CoA reductase
4.1.1.7	Benzoylformate decarboxylase
6.3.4.14	Biotin carboxylase
6.2.1.11	Biotin-CoA ligase
6.3.4.15	Biotin-[acetyl-CoA-carboxylase] ligase
6.3.4.11	Biotin-[methylcrotonoyl-CoA-carboxylase] ligase
6.3.4.9	Biotin-[methylmalonyl-CoA-carboxytransferase] ligase
6.3.4.10	Biotin-[propionyl-CoA-carboxylase (ATP-hydrolysing)] ligase
5.4.2.4	Bisphosphoglycerate mutase
6.2.1.2	Butyrate-CoA ligase
3.4.21.102	C-terminal processing peptidase
3.4.21.110	C5a peptidase
3.1.21.6	CC-preferring endodeoxyribonuclease
1.17.1.1	CDP-4-dehydro-6-deoxyglucose reductase
2.7.7.67 ()	CDP-archaeol synthase
3.6.1.26	CDP-diacylglycerol diphosphatase
2.7.8.5	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
2.7.8.11	CDP-diacylglycerol-inositol 3-phosphatidyltransferase
2.7.8.8	CDP-diacylglycerol-serine O-phosphatidyltransferase
4.2.1.45	CDP-glucose 4,6-dehydratase
3.6.1.16	CDP-glycerol diphosphatase
2.7.8.12	CDP-glycerol glycerophosphotransferase
5.1.3.10	CDP-paratose 2-epimerase
2.7.8.14	CDP-ribitol ribitolphosphotransferase
1.14.18.2	CMP-N-acetylneuraminate monooxygenase
3.1.4.40	CMP-N-acylneuraminate phosphodiesterase
2.3.1.169	CO-methylating acetyl-CoA synthase
3.4.22.B5 (preliminary BRENDA-supplied EC number)	CPB protease
6.3.4.2	CTP synthase
2.7.1.B4 (preliminary BRENDA-supplied EC number)	CTP-dependent diacylglycerol kinase
2.7.1.161	CTP-dependent riboflavin kinase
3.6.3.8	Ca2+-transporting ATPase
2.7.11.17	Ca2+/calmodulin-dependent protein kinase
3.4.22.26	Cancer procoagulant
3.4.23.24	Candidapepsin
6.3.4.16	Carbamoyl-phosphate synthase (ammonia)
6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolysing)
5.5.1.5	Carboxy-cis,cis-muconate cyclase
1.2.99.6	Carboxylate reductase
3.4.17.19	Carboxypeptidase Taq
3.4.17.20	Carboxypeptidase U
3.4.22.30	Caricain
4.1.1.42	Carnitine decarboxylase
6.3.2.11	Carnosine synthase
1.14.99.30	Carotene 7,8-desaturase
3.4.23.34	Cathepsin E
3.4.22.38	Cathepsin K
3.4.22.24	Cathepsin T
3.6.3.3	Cd2+-exporting ATPase
5.1.3.11	Cellobiose epimerase
5.5.1.6	Chalcone isomerase
5.5.1.7	Chloromuconate cycloisomerase
6.2.1.7	Cholate-CoA ligase
5.4.99.5	Chorismate mutase
4.2.1.4	Citrate dehydratase
3.6.3.11	Cl--transporting ATPase
3.4.11.13	Clostridial aminopeptidase
1.8.1.14	CoA-disulfide reductase
1.8.1.10	CoA-glutathione reductase
1.8.98.1	CoB-CoM heterodisulfide reductase
5.3.1.21	Corticosteroid side-chain-isomerase
4.2.1.58	Crotonoyl-[acyl-carrier-protein] hydratase
3.6.3.4	Cu2+-exporting ATPase
5.4.99.8	Cycloartenol synthase
5.5.1.9	Cycloeucalenol cycloisomerase
1.3.99.14	Cyclohexanone dehydrogenase
1.13.12.6	Cypridina-luciferin 2-monooxygenase
4.2.1.22	Cystathionine beta-synthase
6.1.1.16	Cysteine-tRNA ligase
4.2.1.81	D(-)-tartrate dehydratase
1.1.99.6	D-2-hydroxy-acid dehydrogenase
2.6.1.72	D-4-hydroxyphenylglycine transaminase
3.4.13.22	D-Ala-D-Ala dipeptidase
6.3.2.4	D-Alanine-D-alanine ligase
6.3.2.16	D-Alanine-alanyl-poly(glycerolphosphate) ligase
6.1.1.13	D-Alanine-poly(phosphoribitol) ligase
1.1.3.37	D-Arabinono-1,4-lactone oxidase
5.3.1.15	D-Lyxose ketol-isomerase
1.5.1.11	D-Octopine dehydrogenase
4.3.1.18	D-Serine ammonia-lyase
2.1.2.7	D-alanine 2-hydroxymethyltransferase
2.3.2.14	D-alanine gamma-glutamyltransferase
2.3.1.36	D-amino-acid N-acetyltransferase
1.4.99.1	D-amino-acid dehydrogenase
1.4.3.3	D-amino-acid oxidase
2.6.1.21	D-amino-acid transaminase
1.1.1.250	D-arabinitol 2-dehydrogenase
1.1.1.11	D-arabinitol 4-dehydrogenase
1.1.1.287	D-arabinitol dehydrogenase (NADP+)
2.7.1.54	D-arabinokinase
3.1.1.30	D-arabinonolactonase
1.1.1.116	D-arabinose 1-dehydrogenase
1.1.1.117	D-arabinose 1-dehydrogenase [NAD(P)+]
1.1.1.B1 (preliminary BRENDA-supplied EC number)	D-arabitol-phosphate dehydrogenase
3.5.3.10	D-arginase
6.3.1.12	D-aspartate ligase
1.4.3.1	D-aspartate oxidase
3.5.1.72	D-benzoylarginine-4-nitroanilide amidase
4.4.1.15	D-cysteine desulfhydrase
4.1.1.84	D-dopachrome decarboxylase
4.2.1.67	D-fuconate dehydratase
2.4.1.B6 (preliminary BRENDA-supplied EC number)	D-galactosyl-beta-1,4-L-rhamnose phosphorylase
4.2.1.48	D-glutamate cyclase
1.4.3.7	D-glutamate oxidase
1.4.3.15	D-glutamate(D-aspartate) oxidase
3.5.1.35	D-glutaminase
2.3.2.1	D-glutamyltransferase
1.1.1.15	D-iditol 2-dehydrogenase
1.1.1.28	D-lactate dehydrogenase
1.1.2.5	D-lactate dehydrogenase (cytochrome c-553)
1.1.2.4	D-lactate dehydrogenase (cytochrome)
3.1.6.17	D-lactate-2-sulfatase
5.4.3.4	D-lysine 5,6-aminomutase
1.5.1.16	D-lysopine dehydrogenase
1.1.1.83	D-malate dehydrogenase (decarboxylating)
1.1.3.40	D-mannitol oxidase
2.6.1.41	D-methionine-pyruvate transaminase
1.5.1.19	D-nopaline dehydrogenase
5.4.3.5	D-ornithine 4,5-aminomutase
1.1.1.142	D-pinitol dehydrogenase
1.21.4.1	D-proline reductase (dithiol)
2.7.7.40	D-ribitol-5-phosphate cytidylyltransferase
2.7.1.47	D-ribulokinase
1.1.99.21	D-sorbitol dehydrogenase (acceptor)
3.4.11.19	D-stereospecific aminopeptidase
1.1.1.122	D-threo-aldose 1-dehydrogenase
4.1.2.42 ()	D-threonine aldolase
2.3.1.34	D-tryptophan N-acetyltransferase
2.3.1.112	D-tryptophan N-malonyltransferase
1.1.1.175	D-xylose 1-dehydrogenase
1.1.1.179	D-xylose 1-dehydrogenase (NADP+)
1.1.1.9	D-xylulose reductase
4.5.1.1	DDT-dehydrochlorinase
1.5.1.21	DELTA1-piperideine-2-carboxylate reductase
1.14.19.5 ()	DELTA11-fatty-acid desaturase
1.14.99.33	DELTA12-fatty acid dehydrogenase
1.14.19.B3 ()	DELTA12-fatty-acid desaturase
1.3.1.70	DELTA14-sterol reductase
1.3.1.71	DELTA24(241)-sterol reductase
1.3.1.72	DELTA24-sterol reductase
1.3.1.3	DELTA4-3-oxosteroid 5beta-reductase
1.14.19.4 ()	DELTA8-fatty-acid desaturase
2.1.1.37	DNA (cytosine-5-)-methyltransferase
4.2.99.B1     ()	DNA 5'-deoxyribose phosphate lyase
2.4.1.26	DNA alpha-glucosyltransferase
2.4.1.27	DNA beta-glucosyltransferase
3.6.4.B2 (preliminary BRENDA-supplied EC number)	DNA helicase
6.5.1.1	DNA ligase (ATP)
6.5.1.2	DNA ligase (NAD+)
2.7.7.31	DNA nucleotidylexotransferase
5.99.1.2	DNA topoisomerase
5.99.1.3	DNA topoisomerase (ATP-hydrolysing)
4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase
3.2.2.20	DNA-3-methyladenine glycosylase I
3.2.2.21	DNA-3-methyladenine glycosylase II
3.2.2.15	DNA-deoxyinosine glycosylase
2.7.7.7	DNA-directed DNA polymerase
2.7.7.6	DNA-directed RNA polymerase
3.2.2.23	DNA-formamidopyrimidine glycosylase
3.4.21.B50 (preliminary BRENDA-supplied EC number)	DegQ peptidase
4.1.1.34	Dehydro-L-gulonate decarboxylase
3.1.1.46	Deoxylimonate A-ring-lactonase
4.1.2.4	Deoxyribose-phosphate aldolase
6.3.3.3	Dethiobiotin synthase
4.1.1.20	Diaminopimelate decarboxylase
5.1.1.7	Diaminopimelate epimerase
4.3.1.15	Diaminopropionate ammonia-lyase
6.2.1.23	Dicarboxylate-CoA ligase
1.5.3.12	Dihydrobenzophenanthridine oxidase
1.14.13.57	Dihydrochelirubine 12-monooxygenase
4.1.2.25	Dihydroneopterin aldolase
1.14.13.56	Dihydrosanguinarine 10-monooxygenase
4.1.1.54	Dihydroxyfumarate decarboxylase
4.1.2.24	Dimethylaniline-N-oxide aldolase
4.1.1.33	Diphosphomevalonate decarboxylase
6.3.2.22	Diphthine-ammonia ligase
3.4.21.92	Endopeptidase Clp
3.4.21.53	Endopeptidase La
3.4.21.67	Endopeptidase So
3.4.23.22	Endothiapepsin
3.1.27.6	Enterobacter ribonuclease
4.3.1.20	Erythro-3-hydroxyaspartate ammonia-lyase
3.6.1.18	FAD diphosphatase
2.7.7.2	FAD synthetase
4.6.1.15	FAD-AMP lyase (cyclizing)
1.5.1.29	FMN reductase
5.2.1.9	Farnesol 2-isomerase
2.7.11.8	Fas-activated serine/threonine kinase
3.6.3.30	Fe3+-transporting ATPase
3.4.23.B4 (preliminary BRENDA-supplied EC number)	Feline immunodeficiency virus protease
3.4.21.91	Flavivirin
6.3.4.17	Formate-dihydrofolate ligase
1.2.99.5	Formylmethanofuran dehydrogenase
4.1.2.22	Fructose-6-phosphate phosphoketolase
4.1.2.13	Fructose-bisphosphate aldolase
3.4.22.33	Fruit bromelain
3.4.24.B17 (preliminary BRENDA-supplied EC number)	FtsH endopeptidase
3.4.24.B20 (preliminary BRENDA-supplied EC number)	FtsH protease
3.4.21.75	Furin
5.2.1.6	Furylfuramide isomerase
2.7.11.16	G-protein-coupled receptor kinase
1.1.1.281	GDP-4-dehydro-6-deoxy-D-mannose reductase
1.1.1.187	GDP-4-dehydro-D-rhamnose reductase
1.1.1.135	GDP-6-deoxy-D-talose 4-dehydrogenase
1.1.1.271	GDP-L-fucose synthase
2.7.7.B2 (preliminary BRENDA-supplied EC number)	GDP-L-galactose phosphorylase
3.2.1.42	GDP-glucosidase
5.1.3.18	GDP-mannose 3,5-epimerase
4.2.1.47	GDP-mannose 4,6-dehydratase
1.1.1.132	GDP-mannose 6-dehydrogenase
1.7.1.7	GMP reductase
6.3.4.1	GMP synthase
6.3.5.2	GMP synthase (glutamine-hydrolysing)
3.5.4.16	GTP cyclohydrolase I
3.5.4.25	GTP cyclohydrolase II
3.5.4.29	GTP cyclohydrolase IIa
2.7.6.5	GTP diphosphokinase
4.2.1.42	Galactarate dehydratase
5.3.1.26	Galactose-6-phosphate isomerase
4.1.1.59	Gallate decarboxylase
4.1.1.62	Gentisate decarboxylase
6.4.1.5	Geranoyl-CoA carboxylase
3.4.22.37	Gingipain R
3.4.13.7	Glu-Glu dipeptidase
4.2.1.39	Gluconate dehydratase
5.1.3.15	Glucose-6-phosphate 1-epimerase
5.3.1.9	Glucose-6-phosphate isomerase
5.3.1.12	Glucuronate isomerase
3.4.17.21	Glutamate carboxypeptidase II
4.1.1.15	Glutamate decarboxylase
5.1.1.3	Glutamate racemase
6.3.1.2	Glutamate-ammonia ligase
6.3.2.2	Glutamate-cysteine ligase
6.3.1.6	Glutamate-ethylamine ligase
6.3.4.12	Glutamate-methylamine ligase
6.1.1.17	Glutamate-tRNA ligase
6.1.1.18	Glutamine-tRNA ligase
3.4.21.82	Glutamyl endopeptidase II
6.2.1.6	Glutarate-CoA ligase
6.3.2.3	Glutathione synthase
3.5.1.78	Glutathionylspermidine amidase
6.3.1.8	Glutathionylspermidine synthase
3.4.17.4	Gly-Xaa carboxypeptidase
2.3.1.148	Glycerophospholipid acyltransferase (CoA-dependent)
2.3.1.147	Glycerophospholipid arachidonoyl-transferase (CoA-independent)
3.4.22.25	Glycyl endopeptidase
2.7.11.9	Goodpasture-antigen-binding protein kinase
3.4.21.78	Granzyme A
3.4.21.79	Granzyme B
3.5.3.17	Guanidinopropionase
3.6.3.6	H+-exporting ATPase
3.6.3.14	H+-transporting two-sector ATPase
3.6.3.10	H+/K+-exchanging ATPase
3.4.23.16	HIV-1 retropepsin
3.4.23.47	HIV-2 retropepsin
4.1.1.22	Histidine decarboxylase
6.1.1.21	Histidine-tRNA ligase
3.4.22.35	Histolysain
4.4.1.17	Holocytochrome-c synthase
3.4.25.B1 (preliminary BRENDA-supplied EC number)	HslV component of HslUV peptidase
3.4.21.108	HtrA2 peptidase
3.4.23.B20 (preliminary BRENDA-supplied EC number)	HycD peptidase
3.4.23.B21 (preliminary BRENDA-supplied EC number)	HycI peptidase
4.1.1.16	Hydroxyglutamate decarboxylase
4.1.2.11	Hydroxymandelonitrile lyase
4.1.3.4	Hydroxymethylglutaryl-CoA lyase
4.1.1.40	Hydroxypyruvate decarboxylase
5.3.1.22	Hydroxypyruvate isomerase
3.5.4.10	IMP cyclohydrolase
1.1.1.205	IMP dehydrogenase
3.4.24.13	IgA-specific metalloendopeptidase
3.4.21.72	IgA-specific serine endopeptidase
2.7.11.10	IkappaB kinase
6.3.4.8	Imidazoleacetate-phosphoribosyldiphosphate ligase
6.3.2.20	Indoleacetate-lysine synthetase
4.1.1.74	Indolepyruvate decarboxylase
5.4.4.2	Isochorismate synthase
5.1.2.6	Isocitrate epimerase
4.2.1.57	Isohexenylglutaconyl-CoA hydratase
6.1.1.5	Isoleucine-tRNA ligase
5.4.99.11	Isomaltulose synthase
1.3.99.16	Isoquinoline 1-oxidoreductase
4.2.1.56	Itaconyl-CoA hydratase
3.1.1.59	Juvenile-hormone esterase
3.6.3.12	K+-transporting ATPase
1.14.13.54	Ketosteroid monooxygenase
4.1.2.2	Ketotetrose-phosphate aldolase
3.4.21.61	Kexin
4.2.1.32	L(+)-Tartrate dehydratase
4.5.1.4	L-2-amino-4-chloropent-4-enoate dehydrochlorinase
4.4.1.9	L-3-cyanoalanine synthase
1.4.1.5	L-Amino-acid dehydrogenase
4.2.1.25	L-Arabinonate dehydratase
5.3.1.4	L-Arabinose isomerase
5.3.1.25	L-Fucose isomerase
4.1.2.17	L-Fuculose-phosphate aldolase
1.14.13.59	L-Lysine 6-monooxygenase (NADPH)
5.3.1.14	L-Rhamnose isomerase
4.3.1.17	L-Serine ammonia-lyase
2.9.1.1	L-Seryl-tRNASec selenium transferase
3.4.24.B24 (preliminary BRENDA-supplied EC number)	L-alanine-D-glutamate endopeptidase
6.3.2.28	L-amino-acid alpha-ligase
1.4.3.2	L-amino-acid oxidase
1.2.1.31	L-aminoadipate-semialdehyde dehydrogenase
1.1.1.13	L-arabinitol 2-dehydrogenase
1.1.1.12	L-arabinitol 4-dehydrogenase
2.7.1.46	L-arabinokinase
3.1.1.15	L-arabinonolactonase
1.1.1.46	L-arabinose 1-dehydrogenase
1.10.3.3	L-ascorbate oxidase
1.11.1.11	L-ascorbate peroxidase
1.10.2.1	L-ascorbate-cytochrome-b5 reductase
1.4.3.16	L-aspartate oxidase
4.4.1.25	L-cysteate sulfo-lyase
6.3.1.B1 (preliminary BRENDA-supplied EC number)	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranosideligase
5.3.3.12	L-dopachrome isomerase
1.4.1.B2 (preliminary BRENDA-supplied EC number)	L-erythro-3,5-diaminohexanoate dehydrogenase
4.2.1.68	L-fuconate dehydratase
2.7.1.51	L-fuculokinase
4.2.1.B1 (preliminary BBRENDA-supplied EC number)	L-galactonate dehydratase
1.3.2.3	L-galactonolactone dehydrogenase
1.3.3.12 (formerly EC 1.1.3.24. The enzyme had been incorrectly classified as acting upon a CH-OH donor rather than a CH-CH donor)	L-galactonolactone oxidase
1.4.3.11	L-glutamate oxidase
1.1.1.185	L-glycol dehydrogenase
1.1.1.45	L-gulonate 3-dehydrogenase
1.1.3.8	L-gulonolactone oxidase
1.1.1.14	L-iditol 2-dehydrogenase
1.1.1.128	L-idonate 2-dehydrogenase
1.1.1.264	L-idonate 5-dehydrogenase
3.2.1.76	L-iduronidase
1.1.1.27	L-lactate dehydrogenase
1.1.2.3	L-lactate dehydrogenase (cytochrome)
1.4.3.20	L-lysine 6-oxidase
2.6.1.36	L-lysine 6-transaminase
1.4.3.14	L-lysine oxidase
3.5.2.11	L-lysine-lactamase
1.8.4.14	L-methionine (R)-S-oxide reductase
1.8.4.13	L-methionine (S)-S-oxide reductase
2.5.1.52	L-mimosine synthase
3.4.22.46	L-peptidase
1.5.99.3	L-pipecolate dehydrogenase
1.5.3.7	L-pipecolate oxidase
4.2.1.90	L-rhamnonate dehydratase
3.1.1.65	L-rhamnono-1,4-lactonase
1.1.1.173	L-rhamnose 1-dehydrogenase
5.1.3.22	L-ribulose-5-phosphate 3-epimerase
5.1.3.4	L-ribulose-5-phosphate 4-epimerase
1.1.99.32	L-sorbose 1-dehydrogenase
1.1.3.11	L-sorbose oxidase
1.1.1.129	L-threonate 3-dehydrogenase
1.1.1.103	L-threonine 3-dehydrogenase
1.1.1.113	L-xylose 1-dehydrogenase
2.7.1.53	L-xylulokinase
1.1.1.10	L-xylulose reductase
2.6.1.83	LL-diaminopimelate aminotransferase
5.1.2.1	Lactate racemase
3.4.21.96	Lactocepin
5.4.99.7	Lanosterol synthase
1.14.99.21	Latia-luciferin monooxygenase (demethylating)
3.4.22.34	Legumain
6.1.1.4	Leucine-tRNA ligase
3.4.21.57	Leucyl endopeptidase
3.4.21.86	Limulus clotting enzyme
5.2.1.5	Linoleate isomerase
6.2.1.3	Long-chain-fatty-acid-CoA ligase
6.2.1.20	Long-chain-fatty-acid-[acyl-carrier-protein] ligase
6.2.1.19	Long-chain-fatty-acid-luciferin-component ligase
4.1.1.18	Lysine decarboxylase
5.1.1.5	Lysine racemase
6.1.1.6	Lysine-tRNA ligase
5.4.1.1	Lysolecithin acylmutase
3.4.24.B25 (preliminary BRENDA-supplied EC number)	MAHCE
6.2.1.9	Malate-CoA ligase
5.2.1.1	Maleate isomerase
5.2.1.2	Maleylacetoacetate isomerase
5.2.1.4	Maleylpyruvate isomerase
4.1.1.9	Malonyl-CoA decarboxylase
4.1.2.10	Mandelonitrile lyase
4.2.1.8	Mannonate dehydratase
5.3.1.7	Mannose isomerase
5.3.1.8	Mannose-6-phosphate isomerase
3.4.23.B6 (preliminary BRENDA-supplied EC number)	Mason-Pfizer monkey virus proteinase
3.4.13.12	Met-Xaa dipeptidase
3.4.17.22	Metallocarboxypeptidase D
1.12.98.3	Methanosarcina-phenazine hydrogenase
4.1.1.57	Methionine decarboxylase
5.1.1.2	Methionine racemase
6.1.1.10	Methionine-tRNA ligase
5.4.99.1	Methylaspartate mutase
6.4.1.4	Methylcrotonoyl-CoA carboxylase
1.5.99.9	Methylenetetrahydromethanopterin dehydrogenase
4.1.3.30	Methylisocitrate lyase
4.1.1.41	Methylmalonyl-CoA decarboxylase
5.1.99.1	Methylmalonyl-CoA epimerase
5.4.99.2	Methylmalonyl-CoA mutase
3.6.3.2	Mg2+-importing ATPase
3.6.1.53	Mn2+-dependent ADP-ribose/CDP-alcohol diphosphatase
5.5.1.1	Muconate cycloisomerase
3.4.23.23	Mucorpepsin
3.4.17.13	Muramoyltetrapeptide carboxypeptidase
3.4.21.76	Myeloblastin
4.2.1.44	Myo-inosose-2 dehydratase
3.5.1.56	N,N-dimethylformamidase
